"BusinessID","BusinessName","Industry","Location","FounderAge","YearsInOperation","MonthlyRevenue","TotalFunding","EmployeeCount","CustomerCount","SuccessScore","GrowthRate","RegistrationDate"
"1158","Biz_5017","Retail","Maseru","18","5","10710","84502","19","423","12","1.18","2022-11-30"
"1159","Biz_8380","Retail","Berea","23","4","189208","32496","17","42","65","1.99","2021-06-16"
"1160","Biz_2611","Technology","Mafeteng","27","5","156689","77758","16","340","72","1.89","2025-03-24"
"1161","Biz_9976","Education","Leribe","20","3","157498","53208","13","341","55","1.88","2025-07-07"
"1162","Biz_0129","Agriculture","Mafeteng","31","2","124164","62206","10","28","81","0.21","2024-02-22"
"1163","Biz_4259","Healthcare","Maseru","30","6","150208","107867","6","196","71","0.07","2023-09-04"
"1164","Biz_2526","Agriculture","Maseru","22","3","191128","70883","5","328","19","0.42","2022-04-20"
"1165","Biz_6926","Agriculture","Mafeteng","33","7","177440","86956","3","110","93","1.29","2025-09-11"
"1166","Biz_9152","Healthcare","Leribe","22","1","16704","41667","18","148","22","0.49","2021-07-05"
"1167","Biz_6558","Agriculture","Leribe","28","3","51216","101180","18","461","68","1.52","2024-05-11"
"1168","Biz_1575","Agriculture","Maseru","28","5","191160","99732","2","424","22","0.98","2023-11-03"
"1169","Biz_9357","Education","Leribe","26","7","53239","35364","15","390","97","0.52","2023-12-19"
"1170","Biz_8625","Technology","Leribe","31","5","26783","138430","10","187","87","0.6","2025-10-25"
"1171","Biz_0954","Agriculture","Maseru","24","3","109509","111773","3","278","30","0.52","2022-05-25"
"1172","Biz_6919","Agriculture","Maseru","30","2","40250","95425","19","42","78","0.89","2023-03-12"
"1173","Biz_7801","Technology","Mafeteng","21","4","196819","24063","7","23","69","1.58","2025-06-22"
"1174","Biz_3594","Healthcare","Maseru","20","1","27829","7438","18","69","92","1.75","2022-06-15"
"1175","Biz_0132","Agriculture","Mafeteng","24","1","198558","61046","5","97","85","0.28","2021-01-21"
"1176","Biz_1573","Retail","Maseru","24","3","42212","87715","2","46","40","0.16","2024-10-09"
"1177","Biz_6357","Technology","Leribe","21","6","56221","134664","4","281","61","0.37","2022-02-15"
"1178","Biz_8668","Agriculture","Leribe","28","0","120889","59093","18","162","14","1.84","2021-06-28"
"1179","Biz_1759","Healthcare","Maseru","26","0","43762","40660","18","495","73","0.19","2021-01-22"
"1180","Biz_8444","Healthcare","Mafeteng","25","7","37810","3756","7","444","95","1.98","2021-01-02"
"1181","Biz_1843","Education","Mafeteng","24","5","31072","96413","17","81","15","1.01","2023-12-31"
"1182","Biz_8568","Agriculture","Maseru","18","1","31804","135343","18","75","70","1.15","2021-06-03"
"1183","Biz_2419","Agriculture","Maseru","30","5","83815","103159","4","225","67","1.24","2023-04-14"
"1184","Biz_9279","Retail","Maseru","34","5","8102","133979","11","30","7","0.59","2022-09-17"
"1185","Biz_4428","Retail","Leribe","24","7","112387","3487","8","218","44","0.61","2024-12-03"
"1186","Biz_7668","Technology","Maseru","27","7","94074","115991","10","199","51","0.17","2022-11-11"
"1187","Biz_5837","Healthcare","Mafeteng","34","2","13862","50642","17","258","91","0.83","2021-02-28"
"1188","Biz_1759","Education","Mafeteng","30","5","122659","83478","12","238","92","0.74","2024-04-25"
"1189","Biz_0138","Healthcare","Leribe","32","5","6828","67183","10","120","32","1.78","2025-01-12"
"1190","Biz_1005","Education","Maseru","20","5","170450","64948","3","90","94","0.21","2021-10-20"
"1191","Biz_4739","Agriculture","Leribe","21","2","149556","134568","3","98","26","1.32","2023-10-06"
"1192","Biz_3614","Education","Leribe","32","0","124069","3817","1","245","52","0.97","2022-08-04"
"1193","Biz_4683","Retail","Leribe","31","6","153615","3310","10","153","78","0.92","2022-04-10"
"1194","Biz_9102","Education","Mafeteng","23","2","40437","81014","15","207","7","1.05","2022-05-17"
"1195","Biz_1945","Agriculture","Maseru","20","4","177178","45200","3","188","70","0.14","2023-02-18"
"1196","Biz_3819","Retail","Berea","29","0","137559","42815","9","245","48","0.08","2021-09-13"
"1197","Biz_8441","Retail","Mafeteng","32","0","194335","53657","11","65","38","1.28","2023-03-11"
"1198","Biz_9597","Education","Maseru","18","2","163361","79065","6","62","34","1.33","2023-08-29"
"1199","Biz_8812","Retail","Mafeteng","30","4","29602","103134","17","85","55","1.7","2025-09-19"
"1200","Biz_4955","Agriculture","Leribe","26","2","77299","16892","3","126","3","0.87","2022-07-08"
